Sale ID,Date,AveragePrice,Total Avocados,Small 4046,Extra Large 4770,Large 4225,Total Bags,Small Bags,Large Bags,XLarge Bags,type,Cities
1,2/7/2016 0:00,0.58,490363,370222,222,119919,206007,50079,155928,0,conventional,Orlando
1,5/24/2015 0:00,0.58,1155447,968756,6014,180677,106093,84441,21652,0,conventional,Phoenix Tucson
1,9/6/2015 0:00,0.58,1236773,937166,6102,293505,153645,93116,60529,0,conventional,Phoenix Tucson
1,5/29/2016 0:00,0.58,1092608,823223,18218,251167,250219,105242,143895,1082,conventional,Phoenix Tucson
1,8/21/2016 0:00,0.58,1203754,991649,9205,202900,256158,122311,133222,625,conventional,Phoenix Tucson
1,1/29/2017 0:00,0.58,1062750,799388,16441,246921,317771,114965,202520,286,conventional,Phoenix Tucson
1,3/11/2018 0:00,0.58,1224324,941189,14057,269078,395225,227506,161870,5849,conventional,Phoenix Tucson
1,4/10/2016 0:00,0.58,1159,669,0,490,12979,62,12917,0,organic,St Louis
1,2/7/2016 0:00,0.59,891149,649647,231,241271,289482,71560,217922,0,conventional,Miami Ft Lauderdale
1,1/10/2016 0:00,0.59,1133618,868818,12048,252752,142512,91808,50704,0,conventional,Phoenix Tucson
1,2/4/2018 0:00,0.59,1554136,1029017,13917,511202,444125,236057,202721,5347,conventional,Phoenix Tucson
1,2/18/2018 0:00,0.59,1178279,923293,12877,242109,366705,228817,131178,6710,conventional,Phoenix Tucson
1,3/25/2018 0:00,0.59,1244813,932957,14887,296969,439726,216077,218330,5319,conventional,Phoenix Tucson
1,5/7/2017 0:00,0.60,141248,8438,1302,131508,397270,33659,363469,142,conventional,Cincinnati Dayton
1,1/3/2016 0:00,0.60,650546,114122,10375,526049,644701,33034,611655,12,conventional,Denver
1,1/24/2016 0:00,0.60,445799,25727,15455,404617,749722,43669,706053,0,conventional,Denver
1,1/29/2017 0:00,0.60,2248432,1439454,67608,741370,1982019,1923043,29994,28982,conventional,Los Angeles
1,3/5/2017 0:00,0.60,185943,174850,186,10907,193382,186396,6876,110,conventional,Nashville
1,2/15/2015 0:00,0.60,1088158,938841,5939,143378,71352,71344,8,0,conventional,Phoenix Tucson
1,3/15/2015 0:00,0.60,1259299,1104002,6042,149255,67423,67423,0,0,conventional,Phoenix Tucson
1,5/3/2015 0:00,0.60,1164186,901702,5692,256792,104421,80245,23882,294,conventional,Phoenix Tucson
1,11/8/2015 0:00,0.60,1039585,793103,11555,234927,62686,62667,19,0,conventional,Phoenix Tucson
1,6/26/2016 0:00,0.60,1095068,848509,16236,230323,265101,151848,113195,58,conventional,Phoenix Tucson
1,1/15/2017 0:00,0.60,1065878,689504,13939,362435,404309,136614,267595,100,conventional,Phoenix Tucson
1,11/19/2017 0:00,0.60,1166873,953957,10913,202003,260494,117939,139564,2991,conventional,Phoenix Tucson
1,5/8/2016 0:00,0.61,48604,43200,7,5397,57805,57440,330,35,conventional,Boise
1,3/12/2017 0:00,0.61,2442,523,0,1919,9117,67,9050,0,organic,Nashville
1,2/5/2017 0:00,0.61,481091,400600,402,80089,152144,119085,26379,6680,conventional,New Orleans Mobile
1,1/11/2015 0:00,0.61,1044448,849581,12237,182630,66305,66305,0,0,conventional,Phoenix Tucson
1,1/25/2015 0:00,0.61,1157942,1002267,5034,150641,75561,75558,3,0,conventional,Phoenix Tucson
1,1/24/2016 0:00,0.61,846523,537696,15409,293418,170198,88067,82131,0,conventional,Phoenix Tucson
1,2/14/2016 0:00,0.61,1054363,788381,22140,243842,155494,77573,77921,0,conventional,Phoenix Tucson
1,4/3/2016 0:00,0.61,951723,690116,17173,244434,139511,83416,56080,15,conventional,Phoenix Tucson
1,4/17/2016 0:00,0.61,963961,662947,14462,286552,202045,93837,108208,0,conventional,Phoenix Tucson
1,3/4/2018 0:00,0.61,1243985,962968,12935,268082,428914,266659,156802,5453,conventional,Phoenix Tucson
1,2/7/2016 0:00,0.61,538915,212981,23695,302239,378747,292229,86518,0,conventional,San Diego
1,3/5/2017 0:00,0.62,6253,2078,0,4175,26038,342,25696,0,organic,Atlanta
1,6/14/2015 0:00,0.62,1368424,924661,4700,439063,164984,85200,79784,0,conventional,Houston
1,5/1/2016 0:00,0.62,2502352,1355794,98634,1047924,1360962,1011876,334016,15070,conventional,Los Angeles
1,1/22/2017 0:00,0.62,2439865,1715034,61799,663032,1775687,1710186,39626,25875,conventional,Los Angeles
1,11/15/2015 0:00,0.62,946481,690247,11413,244821,63652,63178,474,0,conventional,Phoenix Tucson
1,1/3/2016 0:00,0.62,963471,692404,20951,250116,128597,79897,48700,0,conventional,Phoenix Tucson
1,5/1/2016 0:00,0.62,996297,657384,14203,324710,181704,109464,72201,39,conventional,Phoenix Tucson
1,6/19/2016 0:00,0.62,1101615,852657,17321,231637,247277,128069,119122,86,conventional,Phoenix Tucson
1,5/1/2016 0:00,0.63,36169,32241,0,3928,46417,46258,141,18,conventional,Boise
1,5/29/2016 0:00,0.63,34272,29695,7,4570,48277,47343,926,8,conventional,Boise
1,6/5/2016 0:00,0.63,36715,31280,12,5423,59234,59207,9,18,conventional,Boise
1,2/7/2016 0:00,0.63,807554,230722,18935,557897,558004,50218,507786,0,conventional,Denver
1,12/18/2016 0:00,0.63,838243,576578,2886,258779,374690,155394,219296,0,conventional,Houston
1,5/8/2016 0:00,0.63,347247,304802,456,41989,148487,128876,19611,0,conventional,New Orleans Mobile
1,2/22/2015 0:00,0.63,1095385,925363,6792,163230,67731,67727,4,0,conventional,Phoenix Tucson
1,12/4/2016 0:00,0.63,930517,731182,11916,187419,233511,117121,115108,1282,conventional,Phoenix Tucson
1,1/1/2017 0:00,0.63,900997,560445,15080,325472,268642,117178,151421,43,conventional,Phoenix Tucson
1,2/5/2017 0:00,0.63,570957,260419,20314,290224,321784,318872,2887,25,conventional,San Diego
1,2/26/2017 0:00,0.64,4606,1111,0,3495,19716,150,19566,0,organic,Atlanta
1,12/11/2016 0:00,0.64,5013,269,0,4744,22476,698,21778,0,organic,Cincinnati Dayton
1,1/1/2017 0:00,0.64,135429,2647,2531,130251,193851,30669,163180,2,conventional,Cincinnati Dayton
1,2/12/2017 0:00,0.64,6815,287,0,6528,19891,487,19404,0,organic,Cincinnati Dayton
1,3/12/2017 0:00,0.64,5626,326,0,5300,24054,687,23367,0,organic,Cincinnati Dayton
1,1/3/2016 0:00,0.64,2314834,1232110,90511,992213,1652276,1415837,226122,10317,conventional,Los Angeles
1,5/8/2016 0:00,0.64,2454296,1416928,107684,929684,1487758,1104179,362932,20647,conventional,Los Angeles
1,2/12/2017 0:00,0.64,1835141,1181121,61332,592688,1790490,1664507,81240,44743,conventional,Los Angeles
1,2/8/2015 0:00,0.64,1071539,881999,5517,184023,79619,79619,0,0,conventional,Phoenix Tucson
1,1/31/2016 0:00,0.64,978712,663697,21553,293462,135043,83060,51983,0,conventional,Phoenix Tucson
1,3/13/2016 0:00,0.64,943602,670917,16153,256532,159508,90791,68717,0,conventional,Phoenix Tucson
1,8/7/2016 0:00,0.64,1257206,1031124,11938,214144,265162,132055,132129,978,conventional,Phoenix Tucson
1,9/4/2016 0:00,0.64,1222410,947925,13070,261415,233360,91284,142076,0,conventional,Phoenix Tucson
1,12/25/2016 0:00,0.64,827997,595086,17008,215903,280958,115070,165814,74,conventional,Phoenix Tucson
1,12/10/2017 0:00,0.64,942417,731584,10238,200595,280225,199485,77063,3677,conventional,Phoenix Tucson
1,2/11/2018 0:00,0.64,1063490,793896,12607,256987,427221,241682,179607,5932,conventional,Phoenix Tucson
1,4/24/2016 0:00,0.65,39879,36438,591,2850,39684,39671,6,7,conventional,Boise
1,5/22/2016 0:00,0.65,35337,32113,3,3221,40660,40607,35,18,conventional,Boise
1,2/5/2017 0:00,0.65,187797,3229,3017,181551,223653,35158,188488,7,conventional,Cincinnati Dayton
1,2/12/2017 0:00,0.65,137051,3907,1680,131464,183441,30174,153260,7,conventional,Cincinnati Dayton
1,6/14/2015 0:00,0.65,1373976,1013253,7558,353165,134775,130578,4188,9,conventional,Dallas Ft Worth
1,2/14/2016 0:00,0.65,1191998,749745,135348,306905,166555,150047,14229,2279,conventional,Dallas Ft Worth
1,4/24/2016 0:00,0.65,1103302,672950,102387,327965,379621,352619,26935,67,conventional,Dallas Ft Worth
1,2/5/2017 0:00,0.65,1342300,882269,97316,362715,430203,352920,76780,503,conventional,Dallas Ft Worth
1,2/5/2017 0:00,0.65,469446,214827,25712,228907,328255,321791,6375,89,conventional,Detroit
1,3/26/2017 0:00,0.65,6186,646,0,5540,36668,638,36030,0,organic,Detroit
1,5/8/2016 0:00,0.65,1149332,670566,185667,293099,256952,107636,146298,3018,conventional,Houston
1,2/14/2016 0:00,0.65,1859390,931605,90043,837742,1804698,1567442,222150,15106,conventional,Los Angeles
1,3/12/2017 0:00,0.65,1368,6,0,1362,6340,273,6067,0,organic,Louisville
1,1/4/2015 0:00,0.65,955562,770635,6509,178418,92499,92499,0,0,conventional,Phoenix Tucson
1,10/18/2015 0:00,0.65,1026541,728350,10256,287935,68191,68129,62,0,conventional,Phoenix Tucson
1,2/26/2017 0:00,0.65,862784,558764,14924,289096,283443,113594,169660,189,conventional,Phoenix Tucson
1,3/12/2017 0:00,0.65,909888,714431,18778,176679,354704,240361,113410,933,conventional,Phoenix Tucson
1,4/9/2017 0:00,0.65,946837,707466,18966,220405,317402,145355,171729,318,conventional,Phoenix Tucson
1,5/7/2017 0:00,0.65,1113046,813991,16945,282110,433721,213851,219721,149,conventional,Phoenix Tucson
1,1/3/2016 0:00,0.65,483454,204145,22617,256692,236295,138815,97480,0,conventional,San Diego
1,1/29/2017 0:00,0.65,549848,282233,14381,253234,226462,209999,13407,3056,conventional,San Diego
1,2/12/2017 0:00,0.65,725889,634307,16663,74919,396174,146278,249896,0,conventional,West Tex New Mexico
1,2/26/2017 0:00,0.66,4045,659,0,3386,15727,1483,14244,0,organic,Columbus
1,1/17/2016 0:00,0.66,552620,118600,31010,403010,692555,43027,649528,0,conventional,Denver
1,3/6/2016 0:00,0.66,21749,10701,60,10988,99581,41657,57924,0,organic,Denver
1,12/6/2015 0:00,0.66,1951652,1204232,64728,682692,1096638,997846,92325,6467,conventional,Los Angeles
1,2/12/2017 0:00,0.66,170058,139709,246,30103,101336,80701,19120,1515,conventional,Nashville
1,2/12/2017 0:00,0.66,3030,337,0,2693,10772,196,10576,0,organic,Nashville
1,4/12/2015 0:00,0.66,933503,746353,5732,181418,85778,39456,46322,0,conventional,Phoenix Tucson
1,8/16/2015 0:00,0.66,1068428,836443,8295,223690,134721,95992,38729,0,conventional,Phoenix Tucson
1,12/13/2015 0:00,0.66,797388,546183,9430,241775,110083,92028,18055,0,conventional,Phoenix Tucson
1,4/17/2016 0:00,0.67,55050,41244,4730,9076,54541,53940,15,586,conventional,Boise
1,6/12/2016 0:00,0.67,37373,34791,3,2579,31349,31095,246,8,conventional,Boise
1,2/8/2015 0:00,0.67,1126990,737969,12107,376914,80178,67959,12176,43,conventional,Dallas Ft Worth
1,3/22/2015 0:00,0.67,1234861,925527,11678,297656,98563,88559,9992,12,conventional,Dallas Ft Worth
1,2/4/2018 0:00,0.67,1203357,855815,6655,340887,682043,583353,86725,11965,conventional,Dallas Ft Worth
1,2/4/2018 0:00,0.67,514901,167513,60028,287360,365639,266930,89516,9193,conventional,Detroit
1,2/14/2016 0:00,0.67,1062358,518192,210029,334137,128994,67727,55041,6226,conventional,Houston
1,4/24/2016 0:00,0.67,1144094,656323,163348,324423,248949,100133,144364,4452,conventional,Houston
1,2/19/2017 0:00,0.67,771648,565042,63758,142848,419060,291927,127089,44,conventional,Houston
1,2/25/2018 0:00,0.67,1007384,855571,3976,147837,650140,544537,105365,238,conventional,Houston
1,2/19/2017 0:00,0.67,2596,285,0,2311,10939,120,10819,0,organic,Nashville
1,1/18/2015 0:00,0.67,1017820,811663,5643,200514,70789,70789,0,0,conventional,Phoenix Tucson
1,5/10/2015 0:00,0.67,963518,775683,4879,182956,108782,77197,31585,0,conventional,Phoenix Tucson
1,5/17/2015 0:00,0.67,911619,739726,4707,167186,101431,77703,23728,0,conventional,Phoenix Tucson
1,2/21/2016 0:00,0.67,923423,560569,15355,347499,175546,79745,95801,0,conventional,Phoenix Tucson
1,6/5/2016 0:00,0.67,933911,644912,17419,271580,263367,131405,131927,35,conventional,Phoenix Tucson
1,12/11/2016 0:00,0.67,749443,508912,14223,226308,307364,154963,152350,51,conventional,Phoenix Tucson
1,2/19/2017 0:00,0.67,899748,624947,14749,260052,272124,126573,145261,290,conventional,Phoenix Tucson
1,3/5/2017 0:00,0.67,788334,551313,15504,221517,388599,250903,136918,778,conventional,Phoenix Tucson
1,4/2/2017 0:00,0.67,903267,692107,20666,190494,411753,213105,197108,1540,conventional,Phoenix Tucson
1,12/6/2015 0:00,0.67,423247,196490,17406,209351,142269,114044,28225,0,conventional,San Diego
1,1/22/2017 0:00,0.67,763514,653900,14466,95148,337439,113880,223559,0,conventional,West Tex New Mexico
1,5/15/2016 0:00,0.68,458444,292233,80,166131,296863,126899,169317,647,conventional,Atlanta
1,2/1/2015 0:00,0.68,1300284,786167,18855,495262,90805,79314,11475,16,conventional,Dallas Ft Worth
1,5/31/2015 0:00,0.68,1264778,941838,7287,315653,112891,99456,13421,14,conventional,Dallas Ft Worth
1,1/1/2017 0:00,0.68,969025,526728,4255,438042,367515,364446,2153,916,conventional,Dallas Ft Worth
1,5/1/2016 0:00,0.68,1060196,601670,89822,368704,248419,84090,159462,4867,conventional,Houston
1,5/22/2016 0:00,0.68,1077825,569011,169714,339100,300937,125724,165911,9302,conventional,Houston
1,1/22/2017 0:00,0.68,973664,798586,4720,170358,145505,79247,66255,3,conventional,Houston
1,4/23/2017 0:00,0.68,1024002,665436,5646,352920,752218,224693,527525,0,conventional,Houston
1,2/18/2018 0:00,0.68,1096379,931554,4045,160780,475684,372117,103276,291,conventional,Houston
1,5/1/2016 0:00,0.68,240253,169412,249,70592,130393,37626,92767,0,conventional,Jacksonville
1,10/9/2016 0:00,0.68,4286,494,0,3792,12353,109,12244,0,organic,Nashville
1,2/5/2017 0:00,0.68,225663,182396,150,43117,152057,131345,20622,90,conventional,Nashville
1,2/26/2017 0:00,0.68,2745,330,0,2415,8175,115,8060,0,organic,Nashville
1,5/22/2016 0:00,0.68,872734,616428,22534,233772,190678,59068,131561,49,conventional,Phoenix Tucson
1,3/19/2017 0:00,0.68,822986,598359,19620,205007,418299,229270,188398,631,conventional,Phoenix Tucson
1,6/11/2017 0:00,0.68,988272,786719,14151,187402,429333,235639,193694,0,conventional,Phoenix Tucson
1,1/28/2018 0:00,0.68,1203231,902410,12312,288509,388905,235248,147958,5699,conventional,Phoenix Tucson
1,12/25/2016 0:00,0.68,9942,2888,10,7044,62219,639,61580,0,organic,Portland
1,2/5/2017 0:00,0.68,451467,173945,17285,260237,737684,678872,57776,1036,conventional,Portland
1,3/26/2017 0:00,0.68,8746,2870,19,5857,68634,148,68486,0,organic,Portland
1,5/1/2016 0:00,0.68,466031,221162,23603,221266,213183,57335,155615,233,conventional,San Diego
1,1/24/2016 0:00,0.68,2091,1491,5,595,13015,67,12948,0,organic,St Louis
1,6/7/2015 0:00,0.68,915874,750594,12543,152737,138123,103719,34404,0,conventional,West Tex New Mexico
1,2/7/2016 0:00,0.68,1028612,755962,74916,197734,170068,100404,41472,28192,conventional,West Tex New Mexico
1,6/26/2016 0:00,0.69,39886,34024,9,5853,88075,88025,34,16,conventional,Boise
1,1/22/2017 0:00,0.69,147756,3186,2545,142025,232674,34562,198095,17,conventional,Cincinnati Dayton
1,2/5/2017 0:00,0.69,204814,140454,4270,60090,118216,114404,3809,3,conventional,Columbus
1,4/10/2016 0:00,0.69,1076840,753608,112050,211182,347478,316405,27733,3340,conventional,Dallas Ft Worth
1,4/17/2016 0:00,0.69,991624,646060,113528,232036,348101,318316,28701,1084,conventional,Dallas Ft Worth
1,12/4/2016 0:00,0.69,905116,714900,3036,187180,340356,333770,2665,3921,conventional,Dallas Ft Worth
1,12/11/2016 0:00,0.69,835431,643580,3182,188669,285875,279258,2393,4224,conventional,Dallas Ft Worth
1,12/18/2016 0:00,0.69,824698,571587,2578,250533,323553,315925,2246,5382,conventional,Dallas Ft Worth
1,2/7/2016 0:00,0.69,1156895,528670,203798,424427,166596,71539,75750,19307,conventional,Houston
1,4/17/2016 0:00,0.69,1126881,782314,153135,191432,183796,119863,57278,6655,conventional,Houston
1,5/15/2016 0:00,0.69,1046295,614770,95672,335853,297271,102107,192425,2739,conventional,Houston
1,8/14/2016 0:00,0.69,1035783,795944,11524,228315,290192,136244,153948,0,conventional,Phoenix Tucson
1,5/14/2017 0:00,0.69,866590,612625,14940,239025,430529,275376,154056,1097,conventional,Phoenix Tucson
1,4/17/2016 0:00,0.69,385902,80085,20489,285328,531788,518252,12156,1380,conventional,Portland
1,4/24/2016 0:00,0.69,2110,1594,5,511,10163,8,10155,0,organic,St Louis
1,6/19/2016 0:00,0.70,42813,36119,2,6692,86207,86108,83,16,conventional,Boise
1,7/17/2016 0:00,0.70,29291,27671,6,1614,39762,37730,800,1232,conventional,Boise
1,2/5/2017 0:00,0.70,1516032,378806,224554,912672,105221,94444,1937,8840,conventional,Chicago
1,12/4/2016 0:00,0.70,138082,2444,2845,132793,218536,24194,194319,23,conventional,Cincinnati Dayton
1,2/19/2017 0:00,0.70,97138,2624,1011,93503,206009,23086,182919,4,conventional,Cincinnati Dayton
1,4/3/2016 0:00,0.70,1048195,690161,112750,245284,291015,269775,20797,443,conventional,Dallas Ft Worth
1,5/22/2016 0:00,0.70,1052012,596612,102485,352915,326877,300180,21095,5602,conventional,Dallas Ft Worth
1,1/15/2017 0:00,0.70,1066263,750094,2776,313393,323454,319826,3521,107,conventional,Dallas Ft Worth
1,1/22/2017 0:00,0.70,1077657,850531,4457,222669,305306,302263,2962,81,conventional,Dallas Ft Worth
1,2/12/2017 0:00,0.70,947122,624160,46941,276021,475224,464057,10489,678,conventional,Dallas Ft Worth
1,2/14/2016 0:00,0.70,473625,178547,17993,277085,492510,43324,449186,0,conventional,Denver
1,5/8/2016 0:00,0.70,21082,14280,52,6750,29477,5921,23556,0,organic,Denver
1,3/12/2017 0:00,0.70,5779,766,0,5013,21818,749,21069,0,organic,Detroit
1,2/8/2015 0:00,0.70,1066204,525260,5175,535769,114520,103508,11012,0,conventional,Houston
1,4/10/2016 0:00,0.70,1098480,757578,151966,188936,173261,117793,50450,5018,conventional,Houston
1,1/29/2017 0:00,0.70,1063935,789020,58981,215934,194545,74838,119674,33,conventional,Houston
1,4/2/2017 0:00,0.70,1066759,879080,3907,183772,476292,316602,159683,7,conventional,Houston
1,3/1/2015 0:00,0.70,966916,755408,12552,198956,64436,64436,0,0,conventional,Phoenix Tucson
1,6/28/2015 0:00,0.70,848808,668071,4419,176318,106702,84854,21848,0,conventional,Phoenix Tucson
1,7/12/2015 0:00,0.70,895403,689408,4760,201235,120165,84711,35135,319,conventional,Phoenix Tucson
1,11/20/2016 0:00,0.70,951447,753471,14661,183315,274680,110585,164014,81,conventional,Phoenix Tucson
1,4/23/2017 0:00,0.70,804978,544508,17245,243225,392877,128243,263385,1249,conventional,Phoenix Tucson
1,6/18/2017 0:00,0.70,900784,592933,12531,295320,425913,235981,189932,0,conventional,Phoenix Tucson
1,12/17/2017 0:00,0.70,733762,508369,8575,216818,298126,207681,86442,4003,conventional,Phoenix Tucson
1,12/11/2016 0:00,0.70,365628,97136,11762,256730,557393,554443,1653,1297,conventional,Portland
1,2/26/2017 0:00,0.70,305027,134186,17615,153226,572608,352430,219524,654,conventional,Portland
1,7/9/2017 0:00,0.70,474573,228988,13756,231829,661498,656041,5097,360,conventional,Portland
1,3/5/2017 0:00,0.70,2443,338,0,2105,13345,2069,11276,0,organic,Roanoke
1,2/12/2017 0:00,0.70,416490,203848,13290,199352,228641,220708,7653,280,conventional,San Diego
1,3/26/2017 0:00,0.70,14850,1221,7,13622,102529,456,102073,0,organic,Seattle
1,4/19/2015 0:00,0.70,859010,687795,16243,154972,101991,76595,25396,0,conventional,West Tex New Mexico
1,5/17/2015 0:00,0.70,845330,721088,12171,112071,96981,74460,22521,0,conventional,West Tex New Mexico
1,6/14/2015 0:00,0.70,867266,651121,13413,202732,168708,126509,42199,0,conventional,West Tex New Mexico
1,2/14/2016 0:00,0.70,803534,621735,30289,151510,159512,89654,56745,13113,conventional,West Tex New Mexico
1,2/21/2016 0:00,0.70,700740,531995,27800,140945,140174,88187,50490,1497,conventional,West Tex New Mexico
1,3/20/2016 0:00,0.70,791800,572667,71017,148116,140577,86993,53584,0,conventional,West Tex New Mexico
1,5/15/2016 0:00,0.70,738480,581143,20625,136712,162737,97314,61553,3870,conventional,West Tex New Mexico
1,12/6/2015 0:00,0.71,52203,35591,4086,12526,43092,42735,0,357,conventional,Boise
1,1/29/2017 0:00,0.71,122775,3041,981,118753,203170,30235,172935,0,conventional,Cincinnati Dayton
1,5/1/2016 0:00,0.71,167687,111020,9593,47074,56828,48051,7486,1291,conventional,Columbus
1,11/15/2015 0:00,0.71,916336,642898,10306,263132,124104,109552,14528,24,conventional,Dallas Ft Worth
1,2/7/2016 0:00,0.71,1320573,766439,143876,410258,194691,155053,20895,18743,conventional,Dallas Ft Worth
1,5/1/2016 0:00,0.71,1055303,671693,63779,319831,378394,356219,21756,419,conventional,Dallas Ft Worth
1,5/15/2016 0:00,0.71,1006401,620140,77617,308644,360040,341083,16388,2569,conventional,Dallas Ft Worth
1,1/4/2015 0:00,0.71,947154,506427,4379,436348,115838,90300,25538,0,conventional,Houston
1,12/4/2016 0:00,0.71,871503,592360,4509,274634,259393,64285,195108,0,conventional,Houston
1,1/28/2018 0:00,0.71,953801,832419,17666,103716,694056,609576,84377,103,conventional,Houston
